config,best_val_loss,stopped_epoch
"{'seq_len': 10, 'hidden_size': 64, 'lr': 0.001, 'dropout': 0.3}",0.0005498670712335124,21
"{'seq_len': 20, 'hidden_size': 64, 'lr': 0.001, 'dropout': 0.3}",0.0005259389860370422,20
"{'seq_len': 10, 'hidden_size': 128, 'lr': 0.0005, 'dropout': 0.2}",0.0005593697426818488,30
"{'seq_len': 20, 'hidden_size': 128, 'lr': 0.0005, 'dropout': 0.2}",0.000526024681235438,30
