Ticker,Sharpe,Hit_Rate,Max_Drawdown,Total_Return_Pct,Avg_Position,Num_Trades
AAPL,-0.3243588025876194,0.5427509293680297,-0.2953239875830895,-12.537122015632352,0.471833364731814,158
AMZN,0.31667212173089804,0.5350553505535055,-0.19029557415976472,9.291750393861363,0.542,83
GOOGL,1.3917047612387035,0.5547945205479452,-0.19309782274494713,78.42444005185165,0.584,93
META,0.9246465047777943,0.5231316725978647,-0.20148709589168967,50.8303462234113,0.5619851290410831,68
MSFT,0.21217816459215777,0.5381526104417671,-0.19124814052720815,4.067980224032164,0.498,87
NVDA,0.8880422153530126,0.5326797385620915,-0.3711070486369901,57.83476955196589,0.4608896425158603,203
TSLA,0.4668574307142835,0.5131086142322098,-0.3157789594062931,23.20601576724368,0.46237521536556664,191
